Ticker,Total_BUY,Total_SELL,Total_SHORT,Successful_BUY,Successful_SELL,Successful_SHORT,Active_Strikes
HCA,37,20,17,23,5,9,"         Date   Price Signal  Year Strike  StrikeCount
2  2024-07-08  319.05  SHORT  2024      X            2
3  2024-07-03  320.95    BUY  2024      X            2
4  2024-07-01  319.87  SHORT  2024      X            1
5  2024-06-24  341.37    BUY  2024      X            1
6  2024-06-17  335.47   SELL  2024      X            1
13 2024-03-28  333.53    BUY  2024      X            1
14 2024-03-25  327.53   SELL  2024      X            7
16 2024-02-28  312.06   SELL  2024      X            6
18 2024-02-06  307.78   SELL  2024      X            5
20 2024-01-17  277.88   SELL  2024      X            4
22 2023-12-18  269.32   SELL  2023      X            3
24 2023-12-06  252.39   SELL  2023      X            2
26 2023-11-28  246.85   SELL  2023      X            1
28 2023-11-09  230.64  SHORT  2023      X            1
31 2023-10-17  240.78    BUY  2023      X            4
33 2023-10-09  247.13    BUY  2023      X            3
35 2023-09-25  254.52    BUY  2023      X            2
37 2023-08-21  270.67    BUY  2023      X            1
40 2023-06-06  271.19  SHORT  2023      X            1
43 2023-05-18  279.40    BUY  2023      X            2
45 2023-04-28  283.55    BUY  2023      X            1
46 2023-04-26  280.88   SELL  2023      X            1
52 2023-02-06  254.62   SELL  2023      X            5
53 2023-02-01  256.07    BUY  2023      X            2
54 2023-01-30  253.30  SHORT  2023      X            3
55 2023-01-19  256.98    BUY  2023      X            1
56 2023-01-09  251.41   SELL  2023      X            4
58 2022-12-15  240.68   SELL  2022      X            3
60 2022-11-28  237.17   SELL  2022      X            2
62 2022-11-02  216.61   SELL  2022      X            1
64 2022-10-10  200.55  SHORT  2022      X            2
66 2022-09-30  186.95  SHORT  2022      X            1
67 2022-09-28  189.79    BUY  2022      X            1
71 2022-08-25  212.25    BUY  2022      X            2
72 2022-08-23  210.61  SHORT  2022      X            1
73 2022-08-12  218.29    BUY  2022      X            1"
HLT,38,28,10,24,10,7,"         Date   Price Signal  Year Strike  StrikeCount
2  2024-06-25  215.08   SELL  2024      X            1
5  2024-05-21  205.80    BUY  2024      X            1
6  2024-05-14  205.30   SELL  2024      X            1
11 2024-03-22  211.30    BUY  2024      X            2
12 2024-03-15  204.66   SELL  2024      X            6
13 2024-03-07  204.94    BUY  2024      X            1
14 2024-03-04  202.41   SELL  2024      X            5
16 2024-02-09  192.89   SELL  2024      X            4
18 2024-01-23  187.46   SELL  2024      X            3
20 2023-12-14  177.13   SELL  2023      X            2
22 2023-12-05  169.04   SELL  2023      X            1
27 2023-10-17  154.41    BUY  2023      X            1
28 2023-10-12  153.00   SELL  2023      X            1
30 2023-10-03  147.58  SHORT  2023      X            3
31 2023-09-27  148.64    BUY  2023      X            3
33 2023-09-12  155.16    BUY  2023      X            2
34 2023-09-05  148.58  SHORT  2023      X            2
35 2023-08-30  150.42    BUY  2023      X            1
38 2023-07-26  150.26   SELL  2023      X            1
42 2023-05-30  137.54  SHORT  2023      X            1
43 2023-05-25  138.34    BUY  2023      X            2
45 2023-05-08  145.55    BUY  2023      X            1
46 2023-05-04  144.63   SELL  2023      X            3
48 2023-04-26  144.15   SELL  2023      X            2
50 2023-04-04  139.02   SELL  2023      X            1
53 2023-03-16  137.99    BUY  2023      X            1
58 2023-01-18  135.14   SELL  2023      X            4
61 2022-12-09  137.43    BUY  2022      X            3
63 2022-12-02  141.42    BUY  2022      X            2
64 2022-11-25  138.25   SELL  2022      X            3
65 2022-11-22  139.17    BUY  2022      X            1
66 2022-11-15  138.54   SELL  2022      X            2
68 2022-11-02  132.48   SELL  2022      X            1
75 2022-08-25  134.84    BUY  2022      X            1"
HD,37,22,14,26,11,7,"         Date   Price Signal  Year Strike  StrikeCount
1  2024-07-19  364.94   SELL  2024      X            2
3  2024-07-02  334.97   SELL  2024      X            1
4  2024-06-28  343.38    BUY  2024      X            1
10 2024-04-08  361.25    BUY  2024      X            1
13 2024-03-05  378.45   SELL  2024      X            2
15 2024-02-13  357.59   SELL  2024      X            1
16 2024-02-07  361.17    BUY  2024      X            1
17 2024-01-23  354.75  SHORT  2024      X            1
21 2023-11-21  305.34   SELL  2023      X            2
23 2023-11-09  291.04   SELL  2023      X            1
26 2023-10-09  293.72    BUY  2023      X            3
28 2023-08-23  326.09    BUY  2023      X            2
29 2023-08-21  325.61  SHORT  2023      X            2
30 2023-08-11  330.18    BUY  2023      X            1
31 2023-08-02  329.01   SELL  2023      X            3
33 2023-07-06  305.88   SELL  2023      X            2
35 2023-06-09  300.05   SELL  2023      X            1
37 2023-05-22  290.66  SHORT  2023      X            1
43 2023-04-05  294.06   SELL  2023      X            1
53 2023-01-05  315.47  SHORT  2023      X            4
54 2022-12-27  319.55    BUY  2022      X            1
57 2022-12-06  318.67  SHORT  2022      X            3
61 2022-11-02  294.31   SELL  2022      X            1
64 2022-10-04  288.36    BUY  2022      X            1
65 2022-09-30  276.98  SHORT  2022      X            2
67 2022-09-21  273.35  SHORT  2022      X            1
68 2022-09-19  276.80    BUY  2022      X            1
72 2022-08-12  313.54    BUY  2022      X            1"
HWM,35,21,14,23,9,8,"         Date  Price Signal  Year Strike  StrikeCount
4  2024-07-01  77.33  SHORT  2024      X            1
5  2024-06-27  79.48    BUY  2024      X            2
7  2024-05-28  85.28    BUY  2024      X            1
8  2024-05-23  83.06   SELL  2024      X            2
10 2024-05-13  80.49   SELL  2024      X            1
13 2024-04-05  66.31    BUY  2024      X            1
20 2024-01-16  54.92  SHORT  2024      X            1
22 2023-11-29  51.70   SELL  2023      X            2
23 2023-11-21  51.96    BUY  2023      X            1
24 2023-11-17  51.47   SELL  2023      X            1
27 2023-10-17  45.08    BUY  2023      X            3
29 2023-09-28  46.48    BUY  2023      X            2
30 2023-09-21  46.17  SHORT  2023      X            1
31 2023-09-19  47.12    BUY  2023      X            1
35 2023-07-20  50.39    BUY  2023      X            1
36 2023-07-14  49.40   SELL  2023      X            2
38 2023-06-14  45.75   SELL  2023      X            1
41 2023-05-09  44.33    BUY  2023      X            1
42 2023-05-04  44.09  SHORT  2023      X            2
44 2023-04-21  42.96   SELL  2023      X            1
46 2023-04-06  41.74  SHORT  2023      X            1
52 2023-02-09  40.45   SELL  2023      X            4
53 2023-02-08  40.84    BUY  2023      X            1
54 2023-02-02  40.26   SELL  2023      X            3
58 2022-12-06  38.29   SELL  2022      X            2
60 2022-11-09  36.40   SELL  2022      X            1
62 2022-10-07  32.77  SHORT  2022      X            1
65 2022-09-20  34.28    BUY  2022      X            1
69 2022-08-24  36.94    BUY  2022      X            1"
HPQ,41,28,13,22,14,8,"         Date  Price Signal  Year Strike  StrikeCount
3  2024-06-18  36.25    BUY  2024      X            1
4  2024-06-14  36.04   SELL  2024      X            1
9  2024-04-09  29.55    BUY  2024      X            2
10 2024-04-05  29.42  SHORT  2024      X            2
11 2024-03-21  29.99    BUY  2024      X            1
14 2024-02-21  28.43  SHORT  2024      X            1
21 2023-12-26  30.26    BUY  2023      X            1
24 2023-12-05  28.86   SELL  2023      X            2
26 2023-11-20  27.99   SELL  2023      X            1
29 2023-10-17  26.98    BUY  2023      X            1
30 2023-10-13  26.62   SELL  2023      X            1
33 2023-08-28  31.14    BUY  2023      X            3
35 2023-08-08  32.88    BUY  2023      X            2
36 2023-08-04  32.43  SHORT  2023      X            1
37 2023-08-01  32.95    BUY  2023      X            1
38 2023-07-28  32.75   SELL  2023      X            1
44 2023-06-09  29.87   SELL  2023      X            1
47 2023-05-26  31.12    BUY  2023      X            1
48 2023-05-24  30.30   SELL  2023      X            2
50 2023-05-11  29.57   SELL  2023      X            1
51 2023-04-27  29.64    BUY  2023      X            2
53 2023-04-13  29.86    BUY  2023      X            1
54 2023-04-06  29.29   SELL  2023      X            2
56 2023-03-22  27.85   SELL  2023      X            1
57 2023-03-16  28.07    BUY  2023      X            3
59 2023-02-23  29.55    BUY  2023      X            2
60 2023-02-21  29.51  SHORT  2023      X            1
61 2023-02-13  30.09    BUY  2023      X            1
64 2023-01-30  28.82   SELL  2023      X            1
69 2022-12-08  28.12    BUY  2022      X            1
72 2022-10-27  27.22   SELL  2022      X            2
74 2022-10-07  25.67  SHORT  2022      X            1
75 2022-10-03  25.70    BUY  2022      X            4
77 2022-09-08  27.50    BUY  2022      X            3
79 2022-08-25  33.65    BUY  2022      X            2
80 2022-08-22  33.58   SELL  2022      X            1
81 2022-08-11  33.96    BUY  2022      X            1"
HBAN,34,21,13,19,11,9,"         Date  Price Signal  Year Strike  StrikeCount
2  2024-07-05  12.99  SHORT  2024      X            1
5  2024-05-30  13.66    BUY  2024      X            1
9  2024-04-08  14.01    BUY  2024      X            1
10 2024-04-02  13.60   SELL  2024      X            1
17 2024-01-05  12.78    BUY  2024      X            2
18 2023-12-29  12.72   SELL  2023      X            1
19 2023-12-26  12.72    BUY  2023      X            1
22 2023-12-12  11.88   SELL  2023      X            3
24 2023-11-21  10.90   SELL  2023      X            2
26 2023-11-07  10.44   SELL  2023      X            1
29 2023-10-17  10.22    BUY  2023      X            1
30 2023-10-12  10.12  SHORT  2023      X            2
32 2023-10-03   9.94  SHORT  2023      X            1
33 2023-09-29  10.33    BUY  2023      X            2
35 2023-09-12  10.91    BUY  2023      X            1
40 2023-06-20  10.81   SELL  2023      X            1
41 2023-06-13  11.11    BUY  2023      X            1
44 2023-05-24  10.36   SELL  2023      X            1
47 2023-04-19  11.70    BUY  2023      X            3
48 2023-04-04  11.10  SHORT  2023      X            1
49 2023-03-21  11.17    BUY  2023      X            2
51 2023-02-13  15.31    BUY  2023      X            1
54 2023-01-18  14.35   SELL  2023      X            1
55 2023-01-06  14.42    BUY  2023      X            3
57 2022-11-22  15.10    BUY  2022      X            2
59 2022-11-07  15.50    BUY  2022      X            1
60 2022-11-02  15.14   SELL  2022      X            1
67 2022-08-25  13.84    BUY  2022      X            1"
HUM,37,20,17,19,12,8,"         Date   Price Signal  Year Strike  StrikeCount
1  2024-07-30  394.17    BUY  2024      X            1
2  2024-07-25  387.37   SELL  2024      X            1
6  2024-06-18  353.85  SHORT  2024      X            1
13 2024-04-17  320.88    BUY  2024      X            1
14 2024-04-11  316.80  SHORT  2024      X            1
17 2024-03-14  347.69    BUY  2024      X            2
19 2024-02-09  369.73    BUY  2024      X            1
23 2023-12-13  483.86    BUY  2023      X            2
24 2023-12-07  481.88  SHORT  2023      X            2
25 2023-12-01  491.14    BUY  2023      X            1
29 2023-10-31  522.66    BUY  2023      X            3
30 2023-10-27  510.19   SELL  2023      X            3
31 2023-10-16  517.01    BUY  2023      X            2
32 2023-10-11  493.42   SELL  2023      X            2
33 2023-10-06  493.68    BUY  2023      X            1
34 2023-09-29  491.03   SELL  2023      X            1
36 2023-09-11  467.18  SHORT  2023      X            1
37 2023-09-07  471.98    BUY  2023      X            2
39 2023-08-29  481.30    BUY  2023      X            1
42 2023-07-13  425.51  SHORT  2023      X            1
43 2023-07-11  436.44    BUY  2023      X            2
45 2023-06-09  512.04    BUY  2023      X            1
49 2023-05-05  533.28    BUY  2023      X            1
50 2023-05-03  530.93   SELL  2023      X            1
54 2023-02-28  501.36   SELL  2023      X            2
56 2023-02-03  487.82   SELL  2023      X            1
57 2023-01-31  497.43    BUY  2023      X            4
58 2023-01-30  484.91  SHORT  2023      X            3
59 2023-01-20  493.67    BUY  2023      X            3
60 2023-01-05  490.25  SHORT  2023      X            2
61 2022-12-21  508.11    BUY  2022      X            2
63 2022-12-02  546.78    BUY  2022      X            1
64 2022-11-28  536.15  SHORT  2022      X            1
68 2022-10-12  495.06   SELL  2022      X            1"
HII,42,22,20,19,10,9,"         Date   Price Signal  Year Strike  StrikeCount
1  2024-07-26  275.58    BUY  2024      X            1
2  2024-07-24  265.68   SELL  2024      X            1
7  2024-05-31  252.18    BUY  2024      X            2
8  2024-05-29  251.58  SHORT  2024      X            1
9  2024-05-13  253.93    BUY  2024      X            1
13 2024-04-11  276.20    BUY  2024      X            1
16 2024-03-11  290.21   SELL  2024      X            1
19 2024-01-18  256.64    BUY  2024      X            1
22 2023-12-15  253.55   SELL  2023      X            3
24 2023-11-27  236.79   SELL  2023      X            2
25 2023-11-20  238.61    BUY  2023      X            1
26 2023-11-16  234.57   SELL  2023      X            1
31 2023-09-11  211.10    BUY  2023      X            5
33 2023-08-30  220.81    BUY  2023      X            4
34 2023-08-25  218.55  SHORT  2023      X            1
35 2023-08-22  220.62    BUY  2023      X            3
37 2023-08-14  227.69    BUY  2023      X            2
38 2023-08-10  225.13  SHORT  2023      X            7
39 2023-08-07  228.75    BUY  2023      X            1
42 2023-07-06  225.90   SELL  2023      X            5
44 2023-06-22  217.95   SELL  2023      X            4
46 2023-06-12  214.24   SELL  2023      X            3
48 2023-06-01  201.21   SELL  2023      X            2
49 2023-05-30  202.05    BUY  2023      X            1
50 2023-05-25  198.73   SELL  2023      X            1
52 2023-05-12  195.92  SHORT  2023      X            6
53 2023-05-10  196.84    BUY  2023      X            3
55 2023-04-12  210.53    BUY  2023      X            2
56 2023-04-06  207.40  SHORT  2023      X            5
57 2023-04-03  208.75    BUY  2023      X            1
58 2023-03-30  206.99   SELL  2023      X            1
60 2023-03-23  197.90  SHORT  2023      X            4
61 2023-03-21  205.53    BUY  2023      X            6
63 2023-02-16  218.92    BUY  2023      X            5
64 2023-02-14  218.09  SHORT  2023      X            3
65 2023-02-07  222.49    BUY  2023      X            4
66 2023-02-03  217.51  SHORT  2023      X            2
67 2023-01-31  218.92    BUY  2023      X            3
68 2023-01-19  218.20  SHORT  2023      X            1
69 2023-01-11  226.39    BUY  2023      X            2
71 2022-12-27  232.09    BUY  2022      X            1
76 2022-10-12  230.91   SELL  2022      X            1
79 2022-09-19  233.78    BUY  2022      X            2
80 2022-09-13  229.33  SHORT  2022      X            1
81 2022-09-07  229.98    BUY  2022      X            1"
INCY,30,16,14,14,8,7,"         Date  Price Signal  Year Strike  StrikeCount
4  2024-05-24  57.31   SELL  2024      X            1
7  2024-03-04  59.58    BUY  2024      X            1
10 2024-02-14  57.89  SHORT  2024      X            2
11 2024-02-06  59.44    BUY  2024      X            1
14 2023-11-22  53.40  SHORT  2023      X            1
17 2023-11-01  54.26    BUY  2023      X            4
19 2023-09-26  59.04    BUY  2023      X            3
21 2023-09-07  63.45    BUY  2023      X            2
23 2023-08-09  65.23    BUY  2023      X            1
24 2023-08-04  63.63   SELL  2023      X            1
28 2023-07-07  62.31   SELL  2023      X            2
30 2023-06-27  61.68   SELL  2023      X            1
31 2023-06-16  63.12    BUY  2023      X            5
32 2023-06-14  61.44  SHORT  2023      X            1
33 2023-06-12  61.88    BUY  2023      X            4
35 2023-05-12  64.76    BUY  2023      X            3
37 2023-05-01  75.00    BUY  2023      X            2
38 2023-04-27  73.65  SHORT  2023      X            4
39 2023-04-24  74.96    BUY  2023      X            1
40 2023-04-18  74.13   SELL  2023      X            1
42 2023-03-22  73.13  SHORT  2023      X            3
43 2023-03-14  73.67    BUY  2023      X            2
45 2023-02-01  85.56    BUY  2023      X            1
46 2023-01-30  84.98   SELL  2023      X            1
48 2023-01-04  79.16  SHORT  2023      X            2
49 2022-12-30  80.05    BUY  2022      X            2
50 2022-12-28  79.44  SHORT  2022      X            1
51 2022-12-23  81.36    BUY  2022      X            1
54 2022-10-19  70.18   SELL  2022      X            1
57 2022-09-07  71.41    BUY  2022      X            1"
IEX,41,22,18,22,10,9,"         Date   Price Signal  Year Strike  StrikeCount
3  2024-07-03  196.12  SHORT  2024      X            1
4  2024-06-18  201.03    BUY  2024      X            1
9  2024-04-26  221.85  SHORT  2024      X            1
10 2024-04-22  228.39    BUY  2024      X            2
12 2024-04-09  240.86    BUY  2024      X            1
15 2024-03-18  240.56   SELL  2024      X            4
17 2024-03-05  236.86   SELL  2024      X            3
18 2024-03-01  237.89    BUY  2024      X            1
19 2024-02-26  236.06   SELL  2024      X            2
21 2024-02-13  224.27   SELL  2024      X            1
25 2023-11-20  196.95   SELL  2023      X            1
27 2023-11-07  191.58  SHORT  2023      X            1
28 2023-11-02  192.02    BUY  2023      X            3
30 2023-09-28  208.50    BUY  2023      X            2
32 2023-09-13  215.14    BUY  2023      X            1
35 2023-08-10  222.02   SELL  2023      X            2
36 2023-08-07  222.77    BUY  2023      X            1
37 2023-08-02  220.34   SELL  2023      X            1
41 2023-06-20  206.22   SELL  2023      X            1
43 2023-05-24  202.86  SHORT  2023      X            1
44 2023-05-18  205.29    BUY  2023      X            2
46 2023-04-11  220.41    BUY  2023      X            1
51 2023-03-15  219.58  SHORT  2023      X            5
52 2023-03-03  225.72    BUY  2023      X            2
53 2023-02-21  224.88   SELL  2023      X            1
54 2023-02-13  226.67    BUY  2023      X            1
59 2023-01-05  227.72  SHORT  2023      X            4
60 2022-12-21  230.80    BUY  2022      X            2
61 2022-12-19  227.30  SHORT  2022      X            3
62 2022-12-12  236.64    BUY  2022      X            1
63 2022-12-06  236.10  SHORT  2022      X            2
65 2022-11-28  231.83   SELL  2022      X            3
66 2022-11-16  232.37    BUY  2022      X            1
67 2022-11-14  228.72   SELL  2022      X            2
69 2022-11-02  219.89   SELL  2022      X            1
71 2022-10-14  200.45  SHORT  2022      X            1
72 2022-10-11  204.47    BUY  2022      X            1
76 2022-09-19  206.10    BUY  2022      X            1
80 2022-08-04  210.51    BUY  2022      X            1"
PODD,38,21,16,20,12,11,"         Date   Price Signal  Year Strike  StrikeCount
5  2024-05-10  174.57   SELL  2024      X            1
9  2024-04-02  165.57   SELL  2024      X            1
10 2024-03-27  168.02    BUY  2024      X            2
11 2024-03-20  167.45  SHORT  2024      X            1
12 2024-03-18  167.70    BUY  2024      X            1
16 2024-02-16  191.01    BUY  2024      X            3
18 2024-02-06  199.63    BUY  2024      X            2
19 2024-01-25  199.38  SHORT  2024      X            1
20 2024-01-08  201.92    BUY  2024      X            1
23 2023-11-28  185.72   SELL  2023      X            2
25 2023-11-08  158.02   SELL  2023      X            1
32 2023-09-13  176.65    BUY  2023      X            3
34 2023-08-30  199.52    BUY  2023      X            2
36 2023-08-10  233.63    BUY  2023      X            1
40 2023-06-15  285.16    BUY  2023      X            2
42 2023-05-01  318.87    BUY  2023      X            1
45 2023-03-23  313.40   SELL  2023      X            1
47 2023-03-08  286.17  SHORT  2023      X            3
50 2023-02-13  297.80    BUY  2023      X            1
51 2023-02-07  289.36   SELL  2023      X            1
56 2022-12-21  301.47    BUY  2022      X            3
57 2022-12-19  296.33  SHORT  2022      X            2
58 2022-12-13  312.45    BUY  2022      X            2
59 2022-12-06  299.96  SHORT  2022      X            1
60 2022-12-01  304.09    BUY  2022      X            1
61 2022-11-17  297.45   SELL  2022      X            2
63 2022-11-03  260.25   SELL  2022      X            1
68 2022-09-07  260.91    BUY  2022      X            1
72 2022-08-12  266.04    BUY  2022      X            2
73 2022-08-09  258.68   SELL  2022      X            1
74 2022-08-03  260.85    BUY  2022      X            1"
ICE,45,32,13,30,10,6,"         Date   Price Signal  Year Strike  StrikeCount
1  2024-07-26  150.22    BUY  2024      X            2
2  2024-07-19  147.68   SELL  2024      X            3
3  2024-07-17  149.38    BUY  2024      X            1
4  2024-07-15  147.82   SELL  2024      X            2
6  2024-07-05  140.79   SELL  2024      X            1
10 2024-06-07  133.79   SELL  2024      X            1
14 2024-05-13  133.74   SELL  2024      X            1
16 2024-05-01  128.68  SHORT  2024      X            2
17 2024-04-23  132.33    BUY  2024      X            2
19 2024-03-28  137.43    BUY  2024      X            1
20 2024-03-25  135.81  SHORT  2024      X            1
23 2024-02-28  138.84    BUY  2024      X            1
24 2024-02-26  137.91   SELL  2024      X            2
26 2024-02-05  127.59  SHORT  2024      X            1
28 2024-01-11  126.77   SELL  2024      X            1
32 2023-12-20  122.65   SELL  2023      X            3
34 2023-12-06  113.73   SELL  2023      X            2
36 2023-11-17  111.40   SELL  2023      X            1
44 2023-07-31  114.80  SHORT  2023      X            2
46 2023-06-22  110.68   SELL  2023      X            2
48 2023-06-12  109.12   SELL  2023      X            1
51 2023-05-22  109.18    BUY  2023      X            1
52 2023-05-17  108.67   SELL  2023      X            2
54 2023-05-09  106.48   SELL  2023      X            1
55 2023-05-05  107.55    BUY  2023      X            1
58 2023-04-25  107.17   SELL  2023      X            5
59 2023-04-19  108.32    BUY  2023      X            1
60 2023-04-11  106.13   SELL  2023      X            4
62 2023-03-23   97.06  SHORT  2023      X            1
63 2023-03-16   97.97    BUY  2023      X            3
65 2023-03-06  103.24    BUY  2023      X            2
67 2023-02-13  109.19    BUY  2023      X            1
68 2023-02-09  108.09   SELL  2023      X            3
70 2023-01-13  107.76   SELL  2023      X            2
72 2023-01-05  102.58   SELL  2023      X            1
74 2022-12-16  100.76  SHORT  2022      X            2
75 2022-12-12  104.76    BUY  2022      X            2
77 2022-12-01  109.22    BUY  2022      X            1
78 2022-11-28  105.32   SELL  2022      X            1
82 2022-11-01   95.28   SELL  2022      X            1
84 2022-10-10   90.26  SHORT  2022      X            1
85 2022-10-03   91.85    BUY  2022      X            1
89 2022-08-15  109.60    BUY  2022      X            1"
INTC,35,19,16,19,14,9,"         Date  Price Signal  Year Strike  StrikeCount
2  2024-06-18  30.64   SELL  2024      X            1
3  2024-06-10  30.86    BUY  2024      X            2
4  2024-06-04  30.17  SHORT  2024      X            1
5  2024-05-28  31.06    BUY  2024      X            1
9  2024-04-25  34.80    BUY  2024      X            2
11 2024-03-27  42.76    BUY  2024      X            1
15 2024-01-23  48.33    BUY  2024      X            2
16 2024-01-10  47.58  SHORT  2024      X            2
17 2024-01-08  47.63    BUY  2024      X            1
22 2023-11-09  37.80  SHORT  2023      X            1
29 2023-08-04  35.00    BUY  2023      X            1
32 2023-07-20  33.57   SELL  2023      X            1
33 2023-07-18  34.41    BUY  2023      X            1
34 2023-06-29  33.21  SHORT  2023      X            4
38 2023-05-24  29.20   SELL  2023      X            1
39 2023-05-19  29.79    BUY  2023      X            2
40 2023-05-17  29.11  SHORT  2023      X            3
41 2023-04-27  29.27    BUY  2023      X            1
46 2023-03-07  25.74  SHORT  2023      X            2
52 2022-12-28  25.74  SHORT  2022      X            1
53 2022-12-21  26.69    BUY  2022      X            1
58 2022-10-27  27.11   SELL  2022      X            1
61 2022-10-04  27.52    BUY  2022      X            5
63 2022-09-19  29.35    BUY  2022      X            4
65 2022-09-09  31.30    BUY  2022      X            3
67 2022-08-25  34.54    BUY  2022      X            2
69 2022-08-12  35.93    BUY  2022      X            1"
INTU,38,22,16,19,11,6,"         Date   Price Signal  Year Strike  StrikeCount
3  2024-06-24  626.44   SELL  2024      X            1
6  2024-05-14  634.86    BUY  2024      X            1
7  2024-04-30  625.62   SELL  2024      X            2
10 2024-04-08  641.75    BUY  2024      X            1
11 2024-03-26  640.05  SHORT  2024      X            1
14 2024-02-23  659.81    BUY  2024      X            1
15 2024-02-16  657.14   SELL  2024      X            1
21 2023-12-14  601.67   SELL  2023      X            1
23 2023-11-09  516.53  SHORT  2023      X            1
30 2023-08-14  505.80    BUY  2023      X            1
31 2023-08-02  499.72   SELL  2023      X            3
33 2023-06-29  457.25   SELL  2023      X            2
34 2023-06-27  458.14    BUY  2023      X            1
35 2023-06-07  443.86   SELL  2023      X            1
38 2023-05-22  451.40    BUY  2023      X            2
39 2023-05-16  421.41  SHORT  2023      X            7
40 2023-05-09  427.68    BUY  2023      X            1
43 2023-04-26  416.63   SELL  2023      X            3
44 2023-04-19  443.59    BUY  2023      X            2
45 2023-04-11  438.51   SELL  2023      X            2
46 2023-03-30  440.09    BUY  2023      X            1
47 2023-03-28  424.13   SELL  2023      X            1
49 2023-03-09  407.61  SHORT  2023      X            6
50 2023-03-06  410.22    BUY  2023      X            1
53 2023-01-17  390.20  SHORT  2023      X            5
54 2023-01-09  392.65    BUY  2023      X            3
55 2023-01-05  384.06  SHORT  2023      X            4
56 2022-12-29  388.58    BUY  2022      X            2
57 2022-12-28  379.29  SHORT  2022      X            3
58 2022-12-21  390.98    BUY  2022      X            1
62 2022-12-01  409.50    BUY  2022      X            1
63 2022-11-28  390.92   SELL  2022      X            1
67 2022-10-07  400.54  SHORT  2022      X            2
68 2022-10-04  408.00    BUY  2022      X            4
69 2022-09-30  393.71  SHORT  2022      X            1
70 2022-09-26  395.80    BUY  2022      X            3
72 2022-09-07  429.03    BUY  2022      X            2
74 2022-08-25  465.85    BUY  2022      X            1
75 2022-08-22  446.63  SHORT  2022      X            1"
ISRG,35,19,15,18,9,2,"         Date   Price Signal  Year Strike  StrikeCount
3  2024-07-15  441.40  SHORT  2024      X            9
4  2024-07-05  442.83    BUY  2024      X            1
5  2024-07-01  441.79   SELL  2024      X            1
7  2024-04-25  373.12  SHORT  2024      X            8
8  2024-04-23  374.92    BUY  2024      X            2
10 2024-03-22  394.07    BUY  2024      X            1
11 2024-03-11  385.71  SHORT  2024      X            7
15 2024-01-02  331.60   SELL  2024      X            3
17 2023-12-05  310.54   SELL  2023      X            2
19 2023-11-09  272.40   SELL  2023      X            1
20 2023-11-07  278.69    BUY  2023      X            3
21 2023-10-25  272.30  SHORT  2023      X            6
22 2023-10-17  275.17    BUY  2023      X            2
24 2023-10-06  291.49    BUY  2023      X            1
25 2023-10-03  290.31  SHORT  2023      X            5
27 2023-09-21  288.85  SHORT  2023      X            4
28 2023-09-19  299.65    BUY  2023      X            2
30 2023-09-11  302.35    BUY  2023      X            1
33 2023-08-18  285.95  SHORT  2023      X            3
34 2023-08-14  305.08    BUY  2023      X            1
37 2023-07-05  333.89   SELL  2023      X            4
39 2023-06-26  325.16   SELL  2023      X            3
41 2023-06-07  313.34   SELL  2023      X            2
43 2023-05-23  305.22  SHORT  2023      X            2
44 2023-05-15  306.55    BUY  2023      X            1
45 2023-05-08  303.09   SELL  2023      X            1
47 2023-03-07  231.69  SHORT  2023      X            1
51 2023-01-27  247.53  SHORT  2023      X            3
52 2023-01-24  257.84    BUY  2023      X            2
53 2023-01-19  253.77  SHORT  2023      X            2
54 2023-01-17  259.98    BUY  2023      X            1
57 2022-12-19  263.88  SHORT  2022      X            1
58 2022-12-08  272.02    BUY  2022      X            2
59 2022-12-06  267.87   SELL  2022      X            2
60 2022-12-01  271.53    BUY  2022      X            1
61 2022-11-28  262.64   SELL  2022      X            1
66 2022-09-08  211.76    BUY  2022      X            2
67 2022-08-29  208.90  SHORT  2022      X            1
68 2022-08-24  219.10    BUY  2022      X            1"
